method,regime,obs_idx,noise,target_g,n_f,achieved_g,capped,L_true,L_hat,is_trivial,is_oracle,valid_rate,cat_rate,beats_rate,med_error,med_skill,stability,n_seeds
richardson_1,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.85,0.013181648923317593,0.6380191645061624,1.34,20
richardson_a10,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.0,0.1017104686008804,4.97351099581393,1.0,20
single_exp_fit,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.0,0.10441834792613292,5.105922812757553,1.0,20
rational_fit,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,1.0,0.035514401405530104,1.736608400459584,1.4,20
pade_22,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,1.0,0.013488291253813256,0.6595600805736637,1.4,20
log_linear,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.85,0.0144709168404716,0.7010873170747459,1.34,20
weniger_d2,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,0.8,0.02060455643329067,1.0,1.32,20
anderson_1,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,0,0,1.0,0.0,1.0,0.059780794301231455,2.9232038932233544,1.4,20
constant_assumed,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,1,0,1.0,0.0,0.8,0.02060455643329067,1.0,1.32,20
constant_oracle,power_law,20,0.0,0.02,5614.0,0.019999018120378215,0,0.018705468148975092,0.0,1,1,1.0,0.0,1.0,0.0018990882843155804,0.09286297265159979,1.4,20
current_value,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.2222222222222222,1.0,1.0,20
richardson_1,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.1634592955335739,0.7355668299010827,1.4,20
richardson_a10,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.29922605956615406,1.3465172680476931,1.0,20
single_exp_fit,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.07726946142291038,0.34771257640309666,1.4,20
rational_fit,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,3.282381311198179e-11,1.4770715900391806e-10,1.4,20
pade_22,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,3.188976860357684e-13,1.4350395871609578e-12,1.4,20
log_linear,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.1495116822125056,0.6728025699562752,1.4,20
weniger_d2,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.35909589472022774,1.615931526241025,1.0,20
anderson_1,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.014463059373859902,0.06508376718236955,1.4,20
constant_assumed,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,1,0,1.0,0.0,0.0,0.35909589472022774,1.615931526241025,1.0,20
constant_oracle,rational_decay,20,0.0,0.5,65.0,0.5,0,0.1368736724980055,0.0,1,1,1.0,0.0,0.3,0.22222222222222224,1.0,1.12,20
current_value,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.4,2.2069276559388618,1.0,20
richardson_1,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.21328574276371673,1.1768243959201972,1.4,20
richardson_a10,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.47244545848268427,2.6066323706203787,1.0,20
single_exp_fit,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.24378505967366496,1.3450399702873481,1.4,20
rational_fit,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,7.233099189041248e-11,8.818784704810235e-10,1.4,20
pade_22,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,1.4580003870889868e-13,8.285722966981592e-13,1.4,20
log_linear,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.19408380727752778,1.0708761893630612,1.4,20
weniger_d2,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.95,0.18131811694244995,1.0,1.38,20
anderson_1,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.19224083715163767,1.060654050276643,1.4,20
constant_assumed,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,1,0,1.0,0.0,0.95,0.18131811694244995,1.0,1.38,20
constant_oracle,rational_decay,20,0.0,0.1,425.0,0.09999999999999999,0,0.1368736724980055,0.0,1,1,1.0,0.0,1.0,0.04444444444444445,0.24521418399320694,1.4,20
current_value,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.4355555555555556,2.9899200170741884,1.0,20
richardson_1,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.1622934903611124,1.114227744953256,1.4,20
richardson_a10,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.0,0.5073351834180575,3.4826593322471675,1.0,20
single_exp_fit,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.27934061522150705,1.9175650119653238,1.4,20
rational_fit,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,8.209536869752121e-11,1.3121505098451425e-09,1.4,20
pade_22,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,1.514760539222948e-13,1.0760280098283943e-12,1.4,20
log_linear,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.14146322332996847,0.9712320416046916,1.4,20
weniger_d2,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,0.95,0.1457625613868944,1.0,1.38,20
anderson_1,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,0,0,1.0,0.0,1.0,0.22779639270719323,1.5637339156508094,1.4,20
constant_assumed,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,1,0,1.0,0.0,0.95,0.1457625613868944,1.0,1.38,20
constant_oracle,rational_decay,20,0.0,0.02,2225.0,0.019999999999999997,0,0.1368736724980055,0.0,1,1,1.0,0.0,1.0,0.00888888888888889,0.06101877585865692,1.4,20
current_value,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.1514954991797847,1.0,1.0,20
richardson_1,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.0731558849439738,0.4828914742685347,1.4,20
richardson_a10,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.18539914733249374,1.2237931049850828,1.0,20
single_exp_fit,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.14416295164321122,0.9515989083750158,1.4,20
rational_fit,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.0876577233742361,0.5786160239005503,1.4,20
pade_22,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.008167301003626934,0.053911179195723365,1.4,20
log_linear,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.06804743278254538,0.4491713163160792,1.4,20
weniger_d2,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.20198114308739923,1.333248473921338,1.0,20
anderson_1,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.058582406046979535,0.3866940362199003,1.4,20
constant_assumed,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,1,0,1.0,0.0,0.0,0.20198114308739923,1.333248473921338,1.0,20
constant_oracle,mixed_pow_rat,20,0.0,0.5,89.0,0.49764878057885203,0,0.05190377188707265,0.0,1,1,1.0,0.0,1.0,0.15007737120032658,0.9906391411815134,1.4,20
current_value,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.2714313334256853,3.789204619452577,1.0,20
richardson_1,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.09636598831120602,1.383332478236963,1.4,20
richardson_a10,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.30228828461905644,4.219970296091589,1.0,20
single_exp_fit,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.2640981704237809,3.686833631092857,1.4,20
rational_fit,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.18446781941187376,2.5751862812728077,1.4,20
pade_22,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.03490967337094305,0.4873420247082199,1.4,20
log_linear,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.09016511472988614,1.2954443261093311,1.4,20
weniger_d2,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.9,0.08204530884149863,1.0,1.36,20
anderson_1,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.17851824029288013,2.4921298961216936,1.4,20
constant_assumed,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,1,0,1.0,0.0,0.9,0.08204530884149863,1.0,1.36,20
constant_oracle,mixed_pow_rat,20,0.0,0.1,859.0,0.09994777353955844,0,0.05190377188707265,0.0,1,1,1.0,0.0,1.0,0.030141536954425972,0.42077843270213855,1.4,20
current_value,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.29554144335053234,6.842907358650953,1.0,20
richardson_1,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.0632734903426585,1.4625222307568315,1.4,20
richardson_a10,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.0,0.3260812754071274,7.550020510508212,1.0,20
single_exp_fit,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.2882082803486279,6.67311780133312,1.4,20
rational_fit,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.2060134456792318,4.769993729773805,1.4,20
pade_22,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.045617122572121194,1.0562097152631715,1.4,20
log_linear,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.0623900980818933,1.3263889712471255,1.4,20
weniger_d2,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,0.9,0.057935198916651595,1.0,1.36,20
anderson_1,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,0,0,1.0,0.0,1.0,0.20262835021772718,4.69161621820877,1.4,20
constant_assumed,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,1,0,1.0,0.0,0.9,0.057935198916651595,1.0,1.36,20
constant_oracle,mixed_pow_rat,20,0.0,0.02,8635.0,0.019999899268050046,0,0.05190377188707265,0.0,1,1,1.0,0.0,1.0,0.006031427029578939,0.13965045286362762,1.4,20
current_value,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.19341403502478233,1.0,1.0,20
richardson_1,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.11629183055749051,0.6012584895537179,1.4,20
richardson_a10,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.27059758875307993,1.3990587018072809,1.0,20
single_exp_fit,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.028129289362572085,0.1454356161845641,1.4,20
rational_fit,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.0773989888321355,0.40017255636189114,1.4,20
pade_22,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.035374615419867306,0.18289580389207388,1.4,20
log_linear,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.09646896962921428,0.4987692315961125,1.4,20
weniger_d2,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.22015147274765165,1.1382393874335097,1.0,20
anderson_1,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.026493701811879433,0.1369792104719017,1.4,20
constant_assumed,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,1,0,1.0,0.0,0.0,0.22015147274765165,1.1382393874335097,1.0,20
constant_oracle,multiphase,20,0.0,0.5,101.0,0.49950587232234334,0,0.027119345212559383,0.0,1,1,1.0,0.0,1.0,0.19303212753509227,0.9980254406582174,1.4,20
current_value,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.34781822683675967,5.302127979621481,1.0,20
richardson_1,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.12640483889662177,1.927655255518343,1.4,20
richardson_a10,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.4216276197699702,6.427275591893455,1.0,20
single_exp_fit,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.1809852079698973,2.7589317079944227,1.4,20
rational_fit,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.05620274815835927,0.8206916607790402,1.4,20
pade_22,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.3423444944668318,5.218686609065583,1.4,20
log_linear,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.10371906228467064,1.5818318003006957,1.4,20
weniger_d2,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.95,0.06574728093567433,1.0,1.38,20
anderson_1,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.18089789362385678,2.757600692639352,1.4,20
constant_assumed,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,1,0,1.0,0.0,0.95,0.06574728093567433,1.0,1.38,20
constant_oracle,multiphase,20,0.0,0.1,1824.0,0.09995683607578863,0,0.027119345212559383,0.0,1,1,1.0,0.0,1.0,0.03862793572311495,0.5888428006065098,1.4,20
current_value,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.3787174705637081,10.955192492989486,1.0,20
richardson_1,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.10221079762173205,2.9602869433029255,1.4,20
richardson_a10,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.4523636010708185,13.085560376119659,1.0,20
single_exp_fit,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.21188445169684572,6.129199559447216,1.4,20
rational_fit,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.03316502774085449,0.9173248546172862,1.4,20
pade_22,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,0.0,0.39153648431939947,11.32600919456581,1.0,20
log_linear,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.08138850272719869,2.3580532912899788,1.4,20
weniger_d2,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.03484803720872595,1.0,1.4,20
anderson_1,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,0,0,1.0,0.0,1.0,0.21179713735080513,6.12667381224464,1.4,20
constant_assumed,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,1,0,1.0,0.0,1.0,0.03484803720872595,1.0,1.4,20
constant_oracle,multiphase,20,0.0,0.02,10449.0,0.019999401585386715,0,0.027119345212559383,0.0,1,1,1.0,0.0,1.0,0.007728691996166569,0.22356853094472914,1.4,20
current_value,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.1734295773662626,1.0,1.0,20
richardson_1,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.13179956653152042,0.7599601436678556,1.4,20
richardson_a10,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.25640243307786337,1.4784239053778698,1.0,20
single_exp_fit,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.03362242622173657,0.19386788996625426,1.4,20
rational_fit,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.01884866374715588,0.10868194476049346,1.4,20
pade_22,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.2843145404540466,1.6393659303776547,1.0,20
log_linear,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.10528173771919969,0.6070575695220499,1.4,20
weniger_d2,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.2607117997127695,1.5032718390484063,1.0,20
anderson_1,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.17016148063614944,0.9811560589621267,1.4,20
constant_assumed,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,1,0,1.0,0.0,0.0,0.2607117997127695,1.5032718390484063,1.0,20
constant_oracle,osc_exp,20,0.0,0.5,43.0,0.4994843199886917,0,0.08763959043701465,0.0,1,1,1.0,0.0,1.0,0.1730722092757548,0.9979394051698974,1.4,20
current_value,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.3135802085533669,2.61034761491427,1.0,20
richardson_1,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.19732611648552056,1.6432651199657609,1.4,20
richardson_a10,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.3896727954053998,3.2437680195953815,1.0,20
single_exp_fit,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.14997370199967036,1.2484340190958378,1.4,20
rational_fit,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.04822056357019039,0.19183857006821636,1.4,20
pade_22,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.5674421432640764,4.723580139526376,1.0,20
log_linear,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.1666047691142445,1.38744159708166,1.4,20
weniger_d2,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.75,0.12056116852566516,1.0,1.3,20
anderson_1,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.31031211182325374,2.583142873441218,1.4,20
constant_assumed,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,1,0,1.0,0.0,0.75,0.12056116852566516,1.0,1.3,20
constant_oracle,osc_exp,20,0.0,0.1,102.0,0.09501127947332318,0,0.08763959043701465,0.0,1,1,1.0,0.0,1.0,0.03292157808865052,0.274050340228336,1.4,20
current_value,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.3397399527195414,3.620017657171221,1.0,20
richardson_1,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.19083653815864443,2.0347266653776046,1.4,20
richardson_a10,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.4140349125622148,4.411649799097505,1.0,20
single_exp_fit,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.1758850444558402,1.8741038989317336,1.4,20
rational_fit,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.045572887748996566,0.33629920639466243,1.4,20
pade_22,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.0,0.6328205581293527,6.742867819671179,1.0,20
log_linear,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.15910860818412098,1.69654372272185,1.4,20
weniger_d2,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,0.75,0.09440142435949071,1.0,1.3,20
anderson_1,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,0,0,1.0,0.0,1.0,0.3364718559894282,3.5851952355700742,1.4,20
constant_assumed,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,1,0,1.0,0.0,0.75,0.09440142435949071,1.0,1.3,20
constant_oracle,osc_exp,20,0.0,0.02,159.0,0.019514571592849923,0,0.08763959043701465,0.0,1,1,1.0,0.0,1.0,0.006761833922476058,0.07204910107946437,1.4,20
current_value,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.07285333597907231,1.0,1.0,20
richardson_1,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.017434489894933777,0.23930942434732116,1.4,20
richardson_a10,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.09828790627652051,1.3491201872314327,1.0,20
single_exp_fit,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,0.0,0.08481568151657104,1.164197635931662,1.0,20
rational_fit,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.022068562178900436,0.3029176616598559,1.4,20
pade_22,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.002586792573356693,0.03550685138289027,1.4,20
log_linear,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.010357621906840905,0.1421708665450298,1.4,20
weniger_d2,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.1,0.0,0.0943182554763333,1.294631937011463,0.8,20
anderson_1,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,0,0,1.0,0.0,1.0,0.021889508536502948,0.3004599342271832,1.4,20
constant_assumed,damped_osc_pow,20,0.0,0.5,61.0,0.4957874670189676,0,0.02268225171538585,0.0,1,0,1.0,0.1,0.0,0.0943182554763333,1.294631937011463,0.8,20
